Gene	UniProtID	Accession	Protein_Name	Terms(GO/InterPro)	Term_Description	Term_namespace/type
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	GO:0003824	catalytic activity	F
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	F
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	GO:0009231	riboflavin biosynthetic process	P
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	GO:0008270	zinc ion binding	F
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	GO:0016787	hydrolase activity	F
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	IPR002125	Cytidine and deoxycytidylate deaminase domain	domain
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	IPR004794	Riboflavin biosynthesis protein RibD	family
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	IPR016192	APOBEC/CMP deaminase, zinc-binding	binding_site
ribD1	P57533	RIBD1_BUCAI	Diaminohydroxyphosphoribosylamino-pyrimidine deaminase	IPR016193	Cytidine deaminase-like	homologous_superfamily
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	F
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	GO:0016114	terpenoid biosynthetic process	P
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	GO:0003824	catalytic activity	F
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR005475	Transketolase-like, pyrimidine-binding domain	domain
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR005477	Deoxyxylulose-5-phosphate synthase	family
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR009014	Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	homologous_superfamily
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR020826	Transketolase binding site	binding_site
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR029061	Thiamin diphosphate-binding fold	homologous_superfamily
dxs	P57536	DXS_BUCAI	1-deoxy-D-xylulose-5-phosphate synthase	IPR033248	Transketolase, C-terminal domain	domain
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	GO:0008495	protoheme IX farnesyltransferase activity	F
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	GO:0006783	heme biosynthetic process	P
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	GO:0016020	membrane	C
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	F
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	IPR000537	UbiA prenyltransferase family	family
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	IPR006369	Protohaem IX farnesyltransferase	family
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	IPR030470	UbiA prenyltransferase conserved site	conserved_site
cyoE	P57540	CYOE_BUCAI	Protoheme IX farnesyltransferase	IPR044878	UbiA prenyltransferase superfamily	homologous_superfamily
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0004129	cytochrome-c oxidase activity	F
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0016020	membrane	C
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0009055	electron transfer activity	F
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0019646	aerobic electron transport chain	P
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0022904	respiratory electron transport chain	P
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	GO:0009486	cytochrome bo3 ubiquinol oxidase activity	F
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	IPR000298	Cytochrome c oxidase subunit III-like	domain
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	IPR013833	Cytochrome c oxidase, subunit III, 4-helical bundle	homologous_superfamily
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	IPR014206	Cytochrome o ubiquinol oxidase, subunit III	family
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	IPR024791	Cytochrome c oxidase subunit III	family
cyoC	P57542	CYOC_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 3	IPR035973	Cytochrome c oxidase subunit III-like superfamily	homologous_superfamily
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0022900	electron transport chain	P
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0016020	membrane	C
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0004129	cytochrome-c oxidase activity	F
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0005507	copper ion binding	F
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	F
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	GO:0009486	cytochrome bo3 ubiquinol oxidase activity	F
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR002429	Cytochrome c oxidase subunit II-like C-terminal	domain
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR006333	Cytochrome o ubiquinol oxidase subunit II	family
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR008972	Cupredoxin	homologous_superfamily
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR010514	COX aromatic rich motif	domain
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR011759	Cytochrome C oxidase subunit II, transmembrane domain	domain
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR034227	Ubiquinol oxidase subunit 2, cupredoxin domain	domain
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR036257	Cytochrome C oxidase subunit II, transmembrane domain superfamily	homologous_superfamily
cyoA	P57544	CYOA_BUCAI	Cytochrome bo(3) ubiquinol oxidase subunit 2	IPR045187	Cytochrome c/quinol oxidase subunit II	family
tig	P57546	TIG_BUCAI	Trigger factor	GO:0015031	protein transport	P
tig	P57546	TIG_BUCAI	Trigger factor	GO:0006457	protein folding	P
tig	P57546	TIG_BUCAI	Trigger factor	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	F
tig	P57546	TIG_BUCAI	Trigger factor	IPR005215	Trigger factor	family
tig	P57546	TIG_BUCAI	Trigger factor	IPR008880	Trigger factor, C-terminal	domain
tig	P57546	TIG_BUCAI	Trigger factor	IPR008881	Trigger factor, ribosome-binding, bacterial	domain
tig	P57546	TIG_BUCAI	Trigger factor	IPR027304	Trigger factor/SurA domain superfamily	homologous_superfamily
tig	P57546	TIG_BUCAI	Trigger factor	IPR036611	Trigger factor ribosome-binding domain superfamily	homologous_superfamily
tig	P57546	TIG_BUCAI	Trigger factor	IPR037041	Trigger factor, C-terminal domain superfamily	homologous_superfamily
tig	P57546	TIG_BUCAI	Trigger factor	IPR046357	Peptidyl-prolyl cis-trans isomerase domain superfamily	homologous_superfamily
lon	P57549	LON_BUCAI	Lon protease	GO:0016887	ATP hydrolysis activity	F
lon	P57549	LON_BUCAI	Lon protease	GO:0005524	ATP binding	F
lon	P57549	LON_BUCAI	Lon protease	GO:0004176	ATP-dependent peptidase activity	F
lon	P57549	LON_BUCAI	Lon protease	GO:0004252	serine-type endopeptidase activity	F
lon	P57549	LON_BUCAI	Lon protease	GO:0006508	proteolysis	P
lon	P57549	LON_BUCAI	Lon protease	GO:0043565	sequence-specific DNA binding	F
lon	P57549	LON_BUCAI	Lon protease	GO:0030163	protein catabolic process	P
lon	P57549	LON_BUCAI	Lon protease	IPR003111	Lon protease, N-terminal domain	domain
lon	P57549	LON_BUCAI	Lon protease	IPR003593	AAA+ ATPase domain	domain
lon	P57549	LON_BUCAI	Lon protease	IPR003959	ATPase, AAA-type, core	domain
lon	P57549	LON_BUCAI	Lon protease	IPR004815	Lon protease, bacterial/eukaryotic-type	family
lon	P57549	LON_BUCAI	Lon protease	IPR008268	Peptidase S16, active site	active_site
lon	P57549	LON_BUCAI	Lon protease	IPR008269	Peptidase S16, Lon proteolytic domain	domain
lon	P57549	LON_BUCAI	Lon protease	IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	homologous_superfamily
lon	P57549	LON_BUCAI	Lon protease	IPR015947	PUA-like superfamily	homologous_superfamily
lon	P57549	LON_BUCAI	Lon protease	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	homologous_superfamily
lon	P57549	LON_BUCAI	Lon protease	IPR027065	Lon protease	family
lon	P57549	LON_BUCAI	Lon protease	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
lon	P57549	LON_BUCAI	Lon protease	IPR027543	Lon protease, bacterial	family
lon	P57549	LON_BUCAI	Lon protease	IPR046336	Lon protease, N-terminal domain superfamily	homologous_superfamily
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0016887	ATP hydrolysis activity	F
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0003887	DNA-directed DNA polymerase activity	F
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0003677	DNA binding	F
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0006260	DNA replication	P
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0005524	ATP binding	F
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	GO:0009360	DNA polymerase III complex	C
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR003593	AAA+ ATPase domain	domain
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	homologous_superfamily
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR012763	DNA polymerase III, subunit gamma/ tau, N-terminal	domain
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR022754	DNA polymerase III, gamma subunit, domain III	domain
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
dnaX	P57553	DPO3X_BUCAI	DNA polymerase III subunit gamma	IPR045085	DNA polymerase III, subunit gamma/tau, helical lid domain	domain
adk	P57556	KAD_BUCAI	Adenylate kinase	GO:0005524	ATP binding	F
adk	P57556	KAD_BUCAI	Adenylate kinase	GO:0019205	nucleobase-containing compound kinase activity	F
adk	P57556	KAD_BUCAI	Adenylate kinase	GO:0006139	nucleobase-containing compound metabolic process	P
adk	P57556	KAD_BUCAI	Adenylate kinase	GO:0004017	adenylate kinase activity	F
adk	P57556	KAD_BUCAI	Adenylate kinase	GO:0016776	phosphotransferase activity, phosphate group as acceptor	F
adk	P57556	KAD_BUCAI	Adenylate kinase	IPR000850	Adenylate kinase/UMP-CMP kinase	family
adk	P57556	KAD_BUCAI	Adenylate kinase	IPR006259	Adenylate kinase subfamily	family
adk	P57556	KAD_BUCAI	Adenylate kinase	IPR007862	Adenylate kinase, active site lid domain	domain
adk	P57556	KAD_BUCAI	Adenylate kinase	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
adk	P57556	KAD_BUCAI	Adenylate kinase	IPR033690	Adenylate kinase, conserved site	conserved_site
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	F
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	GO:0003824	catalytic activity	F
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase	family
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR020630	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	domain
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR020631	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	domain
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR020867	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	conserved_site
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR036291	NAD(P)-binding domain superfamily	homologous_superfamily
folD	P57557	FOLD_BUCAI	Bifunctional protein FolD	IPR046346	Aminoacid dehydrogenase-like, N-terminal domain superfamily	homologous_superfamily
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0000166	nucleotide binding	F
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0004817	cysteine-tRNA ligase activity	F
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0005524	ATP binding	F
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0006423	cysteinyl-tRNA aminoacylation	P
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0005737	cytoplasm	C
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0004812	aminoacyl-tRNA ligase activity	F
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	GO:0006418	tRNA aminoacylation for protein translation	P
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	homologous_superfamily
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR	domain
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR015803	Cysteine-tRNA ligase	family
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR024909	Cysteinyl-tRNA synthetase/mycothiol ligase	family
cysS	P57558	SYC_BUCAI	Cysteine--tRNA ligase	IPR032678	tRNA synthetases class I, catalytic domain	domain
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	GO:0003725	double-stranded RNA binding	F
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	GO:0005524	ATP binding	F
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	GO:0002949	tRNA threonylcarbamoyladenosine modification	P
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	IPR006070	Threonylcarbamoyl-AMP synthase-like domain	domain
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	IPR017945	DHBP synthase RibB-like alpha/beta domain superfamily	homologous_superfamily
tsaC	P57561	TSAC_BUCAI	Threonylcarbamoyl-AMP synthase	IPR023535	Threonylcarbamoyl-AMP synthase	family
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	F
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	GO:0006351	DNA-templated transcription	P
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	GO:0046983	protein dimerization activity	F
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	GO:0003677	DNA binding	F
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR011260	RNA polymerase, alpha subunit, C-terminal	domain
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR011262	DNA-directed RNA polymerase, insert domain	domain
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type	domain
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR011773	DNA-directed RNA polymerase, alpha subunit	family
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR036603	RNA polymerase, RBP11-like subunit	homologous_superfamily
rpoA	P57566	RPOA_BUCAI	DNA-directed RNA polymerase subunit alpha	IPR036643	DNA-directed RNA polymerase, insert domain superfamily	homologous_superfamily
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	GO:0008483	transaminase activity	F
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	GO:0030170	pyridoxal phosphate binding	F
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	GO:0006525	arginine metabolic process	P
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR004636	Acetylornithine/Succinylornithine transaminase family	family
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR005814	Aminotransferase class-III	family
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	homologous_superfamily
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR015422	Pyridoxal phosphate-dependent transferase, small domain	homologous_superfamily
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR015424	Pyridoxal phosphate-dependent transferase	homologous_superfamily
argD	P57600	ARGD_BUCAI	Acetylornithine/succinyldiaminopimelate aminotransferase	IPR049704	Aminotransferases class-III pyridoxal-phosphate attachment site	conserved_site
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0000166	nucleotide binding	F
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0004830	tryptophan-tRNA ligase activity	F
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0005524	ATP binding	F
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0006436	tryptophanyl-tRNA aminoacylation	P
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0004812	aminoacyl-tRNA ligase activity	F
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	GO:0006418	tRNA aminoacylation for protein translation	P
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	conserved_site
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	IPR002305	Aminoacyl-tRNA synthetase, class Ic	family
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	IPR002306	Tryptophan-tRNA ligase	family
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	homologous_superfamily
trpS	P57602	SYW_BUCAI	Tryptophan--tRNA ligase	IPR024109	Tryptophan-tRNA ligase, bacterial-type	family
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	F
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	GO:0005975	carbohydrate metabolic process	P
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	GO:0004750	D-ribulose-phosphate 3-epimerase activity	F
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	GO:0006098	pentose-phosphate shunt	P
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	IPR000056	Ribulose-phosphate 3-epimerase-like	family
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	IPR011060	Ribulose-phosphate binding barrel	homologous_superfamily
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	IPR013785	Aldolase-type TIM barrel	homologous_superfamily
rpe	P57603	RPE_BUCAI	Ribulose-phosphate 3-epimerase	IPR026019	Ribulose-phosphate 3-epimerase	family
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	GO:0003856	3-dehydroquinate synthase activity	F
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	GO:0009073	aromatic amino acid family biosynthetic process	P
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	GO:0005737	cytoplasm	C
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	GO:0016838	carbon-oxygen lyase activity, acting on phosphates	F
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	IPR016037	3-dehydroquinate synthase AroB	domain
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	IPR030960	3-dehydroquinate synthase domain	domain
aroB	P57604	AROB_BUCAI	3-dehydroquinate synthase	IPR030963	3-dehydroquinate synthase family	family
aroK	P57605	AROK_BUCAI	Shikimate kinase	IPR000623	Shikimate kinase/Threonine synthase-like 1	family
aroK	P57605	AROK_BUCAI	Shikimate kinase	IPR023000	Shikimate kinase, conserved site	conserved_site
aroK	P57605	AROK_BUCAI	Shikimate kinase	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
aroK	P57605	AROK_BUCAI	Shikimate kinase	IPR031322	Shikimate kinase/gluconokinase	family
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	GO:0004731	purine-nucleoside phosphorylase activity	F
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	GO:0006139	nucleobase-containing compound metabolic process	P
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	GO:0003824	catalytic activity	F
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	GO:0009116	nucleoside metabolic process	P
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	GO:0016763	pentosyltransferase activity	F
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	IPR000845	Nucleoside phosphorylase domain	domain
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	IPR004402	Purine nucleoside phosphorylase DeoD-type	family
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	IPR018016	Nucleoside phosphorylase, conserved site	conserved_site
deoD	P57606	DEOD_BUCAI	Purine nucleoside phosphorylase DeoD-type	IPR035994	Nucleoside phosphorylase superfamily	homologous_superfamily
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0000287	magnesium ion binding	F
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0008973	phosphopentomutase activity	F
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0009117	nucleotide metabolic process	P
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0043094	cellular metabolic compound salvage	P
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0005737	cytoplasm	C
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0003824	catalytic activity	F
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	GO:0046872	metal ion binding	F
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	IPR006124	Metalloenzyme	domain
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	IPR010045	Phosphopentomutase	family
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	IPR017850	Alkaline-phosphatase-like, core domain superfamily	homologous_superfamily
deoB	P57607	DEOB_BUCAI	Phosphopentomutase	IPR024052	Phosphopentomutase DeoB cap domain superfamily	homologous_superfamily
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	GO:0003678	DNA helicase activity	F
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	GO:0005524	ATP binding	F
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	GO:0006260	DNA replication	P
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	GO:0016887	ATP hydrolysis activity	F
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	GO:0003677	DNA binding	F
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR003593	AAA+ ATPase domain	domain
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR007692	DNA helicase, DnaB type	family
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR007693	DNA helicase, DnaB-like, N-terminal	domain
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR007694	DNA helicase, DnaB-like, C-terminal	domain
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR016136	DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal	homologous_superfamily
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR027417	P-loop containing nucleoside triphosphate hydrolase	homologous_superfamily
dnaB	P57611	DNAB_BUCAI	Replicative DNA helicase	IPR036185	DNA helicase, DnaB-like, N-terminal domain superfamily	homologous_superfamily
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	GO:0004363	glutathione synthase activity	F
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	GO:0006750	glutathione biosynthetic process	P
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	GO:0005524	ATP binding	F
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	GO:0046872	metal ion binding	F
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR004215	Prokaryotic glutathione synthetase, N-terminal	domain
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR004218	Prokaryotic glutathione synthetase, ATP-binding	domain
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR006284	Glutathione synthetase, prokaryotic	family
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR011761	ATP-grasp fold	domain
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR013815	ATP-grasp fold, subdomain 1	homologous_superfamily
gshB	P57612	GSHB_BUCAI	Glutathione synthetase	IPR016185	Pre-ATP-grasp domain superfamily	homologous_superfamily
trmB	P57616	TRMB_BUCAI	tRNA (guanine-N(7)-)-methyltransferase	GO:0008176	tRNA (guanine(46)-N7)-methyltransferase activity	F
trmB	P57616	TRMB_BUCAI	tRNA (guanine-N(7)-)-methyltransferase	GO:0006400	tRNA modification	P
trmB	P57616	TRMB_BUCAI	tRNA (guanine-N(7)-)-methyltransferase	IPR003358	tRNA (guanine-N-7) methyltransferase, Trmb type	family
trmB	P57616	TRMB_BUCAI	tRNA (guanine-N(7)-)-methyltransferase	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	homologous_superfamily
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0006284	base-excision repair	P
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0003824	catalytic activity	F
mutY	P57617	MUTY_BUCAI	Adenine DNA glycosylase	GO:0006281	DNA repair	P
