encabezado	informacion
777 	 sp|P57549|LON_BUCAI 	 FunFam 	 1
162 	 sp|P57255|NUOE_BUCAI 	 FunFam 	 8
162 	 sp|P57255|NUOE_BUCAI 	 PIRSF 	 1
162 	 sp|P57255|NUOE_BUCAI 	 CDD 	 82
162 	 sp|P57255|NUOE_BUCAI 	 Gene3D 	 8
162 	 sp|P57255|NUOE_BUCAI 	 SUPERFAMILY 	 11
324 	 sp|P57642|EPMA_BUCAI 	 Hamap 	 1
324 	 sp|P57642|EPMA_BUCAI 	 PANTHER 	 13
324 	 sp|P57642|EPMA_BUCAI 	 PRINTS 	 30
324 	 sp|P57642|EPMA_BUCAI 	 PRINTS 	 98
324 	 sp|P57642|EPMA_BUCAI 	 ProSiteProfiles 	 18
324 	 sp|P57642|EPMA_BUCAI 	 Gene3D 	 4
324 	 sp|P57642|EPMA_BUCAI 	 FunFam 	 1
324 	 sp|P57642|EPMA_BUCAI 	 Pfam 	 13
324 	 sp|P57642|EPMA_BUCAI 	 NCBIfam 	 16
324 	 sp|P57642|EPMA_BUCAI 	 SUPERFAMILY 	 11
302 	 sp|P57499|CYSD_BUCAI 	 PANTHER 	 3
302 	 sp|P57499|CYSD_BUCAI 	 PIRSF 	 1
302 	 sp|P57499|CYSD_BUCAI 	 CDD 	 29
302 	 sp|P57499|CYSD_BUCAI 	 Gene3D 	 7
302 	 sp|P57499|CYSD_BUCAI 	 Pfam 	 29
302 	 sp|P57499|CYSD_BUCAI 	 Hamap 	 4
302 	 sp|P57499|CYSD_BUCAI 	 SUPERFAMILY 	 4
302 	 sp|P57499|CYSD_BUCAI 	 FunFam 	 7
302 	 sp|P57499|CYSD_BUCAI 	 NCBIfam 	 9
268 	 sp|P57271|NADE_BUCAI 	 Hamap 	 18
268 	 sp|P57271|NADE_BUCAI 	 Gene3D 	 1
268 	 sp|P57271|NADE_BUCAI 	 FunFam 	 1
268 	 sp|P57271|NADE_BUCAI 	 SUPERFAMILY 	 3
268 	 sp|P57271|NADE_BUCAI 	 NCBIfam 	 24
268 	 sp|P57271|NADE_BUCAI 	 CDD 	 17
268 	 sp|P57271|NADE_BUCAI 	 PANTHER 	 23
268 	 sp|P57271|NADE_BUCAI 	 Pfam 	 23
610 	 sp|P57348|LEPA_BUCAI 	 FunFam 	 14
610 	 sp|P57348|LEPA_BUCAI 	 Gene3D 	 492
610 	 sp|P57348|LEPA_BUCAI 	 CDD 	 18
610 	 sp|P57348|LEPA_BUCAI 	 Pfam 	 218
610 	 sp|P57348|LEPA_BUCAI 	 NCBIfam 	 18
610 	 sp|P57348|LEPA_BUCAI 	 CDD 	 306
610 	 sp|P57348|LEPA_BUCAI 	 ProSitePatterns 	 55
610 	 sp|P57348|LEPA_BUCAI 	 PANTHER 	 13
610 	 sp|P57348|LEPA_BUCAI 	 Hamap 	 1
610 	 sp|P57348|LEPA_BUCAI 	 FunFam 	 492
610 	 sp|P57348|LEPA_BUCAI 	 SUPERFAMILY 	 305
610 	 sp|P57348|LEPA_BUCAI 	 ProSiteProfiles 	 15
610 	 sp|P57348|LEPA_BUCAI 	 Pfam 	 412
610 	 sp|P57348|LEPA_BUCAI 	 Gene3D 	 200
610 	 sp|P57348|LEPA_BUCAI 	 FunFam 	 381
610 	 sp|P57348|LEPA_BUCAI 	 Gene3D 	 381
610 	 sp|P57348|LEPA_BUCAI 	 SUPERFAMILY 	 412
610 	 sp|P57348|LEPA_BUCAI 	 Pfam 	 500
610 	 sp|P57348|LEPA_BUCAI 	 CDD 	 414
610 	 sp|P57348|LEPA_BUCAI 	 CDD 	 204
610 	 sp|P57348|LEPA_BUCAI 	 PRINTS 	 139
610 	 sp|P57348|LEPA_BUCAI 	 PRINTS 	 87
610 	 sp|P57348|LEPA_BUCAI 	 PRINTS 	 62
610 	 sp|P57348|LEPA_BUCAI 	 PRINTS 	 19
610 	 sp|P57348|LEPA_BUCAI 	 PRINTS 	 103
610 	 sp|P57348|LEPA_BUCAI 	 Pfam 	 15
610 	 sp|P57348|LEPA_BUCAI 	 Gene3D 	 299
610 	 sp|P57348|LEPA_BUCAI 	 FunFam 	 199
610 	 sp|P57348|LEPA_BUCAI 	 Gene3D 	 14
610 	 sp|P57348|LEPA_BUCAI 	 FunFam 	 299
610 	 sp|P57348|LEPA_BUCAI 	 NCBIfam 	 16
610 	 sp|P57348|LEPA_BUCAI 	 SUPERFAMILY 	 12
227 	 sp|P57218|RNFE_BUCAI 	 Pfam 	 6
227 	 sp|P57218|RNFE_BUCAI 	 NCBIfam 	 5
227 	 sp|P57218|RNFE_BUCAI 	 Hamap 	 3
227 	 sp|P57218|RNFE_BUCAI 	 PANTHER 	 2
227 	 sp|P57218|RNFE_BUCAI 	 PIRSF 	 1
571 	 sp|P57490|SYQ_BUCAI 	 Gene3D 	 466
571 	 sp|P57490|SYQ_BUCAI 	 Gene3D 	 31
571 	 sp|P57490|SYQ_BUCAI 	 FunFam 	 262
571 	 sp|P57490|SYQ_BUCAI 	 FunFam 	 345
571 	 sp|P57490|SYQ_BUCAI 	 NCBIfam 	 31
571 	 sp|P57490|SYQ_BUCAI 	 Pfam 	 341
571 	 sp|P57490|SYQ_BUCAI 	 FunFam 	 1
571 	 sp|P57490|SYQ_BUCAI 	 SUPERFAMILY 	 30
571 	 sp|P57490|SYQ_BUCAI 	 ProSitePatterns 	 35
571 	 sp|P57490|SYQ_BUCAI 	 Pfam 	 31
571 	 sp|P57490|SYQ_BUCAI 	 Hamap 	 2
571 	 sp|P57490|SYQ_BUCAI 	 PANTHER 	 24
571 	 sp|P57490|SYQ_BUCAI 	 Gene3D 	 262
571 	 sp|P57490|SYQ_BUCAI 	 Gene3D 	 345
571 	 sp|P57490|SYQ_BUCAI 	 Pfam 	 457
571 	 sp|P57490|SYQ_BUCAI 	 PRINTS 	 46
571 	 sp|P57490|SYQ_BUCAI 	 PRINTS 	 61
571 	 sp|P57490|SYQ_BUCAI 	 PRINTS 	 32
571 	 sp|P57490|SYQ_BUCAI 	 PRINTS 	 211
571 	 sp|P57490|SYQ_BUCAI 	 Gene3D 	 102
571 	 sp|P57490|SYQ_BUCAI 	 FunFam 	 102
571 	 sp|P57490|SYQ_BUCAI 	 SUPERFAMILY 	 341
375 	 sp|P57196|DAPE_BUCAI 	 Hamap 	 3
375 	 sp|P57196|DAPE_BUCAI 	 ProSitePatterns 	 97
375 	 sp|P57196|DAPE_BUCAI 	 Pfam 	 63
375 	 sp|P57196|DAPE_BUCAI 	 Pfam 	 175
375 	 sp|P57196|DAPE_BUCAI 	 FunFam 	 3
375 	 sp|P57196|DAPE_BUCAI 	 SUPERFAMILY 	 5
375 	 sp|P57196|DAPE_BUCAI 	 CDD 	 7
375 	 sp|P57196|DAPE_BUCAI 	 SUPERFAMILY 	 179
375 	 sp|P57196|DAPE_BUCAI 	 PANTHER 	 5
375 	 sp|P57196|DAPE_BUCAI 	 NCBIfam 	 6
375 	 sp|P57196|DAPE_BUCAI 	 Gene3D 	 259
375 	 sp|P57196|DAPE_BUCAI 	 Gene3D 	 3
250 	 sp|P57369|RLUB_BUCAI 	 ProSitePatterns 	 106
250 	 sp|P57369|RLUB_BUCAI 	 Gene3D 	 1
250 	 sp|P57369|RLUB_BUCAI 	 CDD 	 5
250 	 sp|P57369|RLUB_BUCAI 	 CDD 	 67
250 	 sp|P57369|RLUB_BUCAI 	 SUPERFAMILY 	 67
250 	 sp|P57369|RLUB_BUCAI 	 ProSiteProfiles 	 3
250 	 sp|P57369|RLUB_BUCAI 	 SUPERFAMILY 	 5
250 	 sp|P57369|RLUB_BUCAI 	 PANTHER 	 2
250 	 sp|P57369|RLUB_BUCAI 	 Pfam 	 68
250 	 sp|P57369|RLUB_BUCAI 	 Gene3D 	 69
250 	 sp|P57369|RLUB_BUCAI 	 Gene3D 	 135
250 	 sp|P57369|RLUB_BUCAI 	 NCBIfam 	 72
75 	 sp|P57188|RL28_BUCAI 	 Pfam 	 3
75 	 sp|P57188|RL28_BUCAI 	 Gene3D 	 2
75 	 sp|P57188|RL28_BUCAI 	 SUPERFAMILY 	 2
75 	 sp|P57188|RL28_BUCAI 	 NCBIfam 	 1
75 	 sp|P57188|RL28_BUCAI 	 FunFam 	 2
75 	 sp|P57188|RL28_BUCAI 	 Hamap 	 1
75 	 sp|P57188|RL28_BUCAI 	 PANTHER 	 2
115 	 sp|P57477|RL19_BUCAI 	 PIRSF 	 1
115 	 sp|P57477|RL19_BUCAI 	 PANTHER 	 4
115 	 sp|P57477|RL19_BUCAI 	 PRINTS 	 88
115 	 sp|P57477|RL19_BUCAI 	 PRINTS 	 4
115 	 sp|P57477|RL19_BUCAI 	 PRINTS 	 34
115 	 sp|P57477|RL19_BUCAI 	 Hamap 	 2
115 	 sp|P57477|RL19_BUCAI 	 NCBIfam 	 3
115 	 sp|P57477|RL19_BUCAI 	 SUPERFAMILY 	 2
115 	 sp|P57477|RL19_BUCAI 	 Pfam 	 4
115 	 sp|P57477|RL19_BUCAI 	 FunFam 	 1
115 	 sp|P57477|RL19_BUCAI 	 ProSitePatterns 	 86
115 	 sp|P57477|RL19_BUCAI 	 Gene3D 	 3
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 ProSitePatterns 	 199
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 FunFam 	 280
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 SUPERFAMILY 	 392
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Pfam 	 369
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 ProSiteProfiles 	 5
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 SUPERFAMILY 	 1
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 CDD 	 7
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Hamap 	 2
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Gene3D 	 280
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 SMART 	 369
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Pfam 	 5
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 FunFam 	 394
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Gene3D 	 394
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 NCBIfam 	 4
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 PANTHER 	 2
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 Gene3D 	 1
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 FunFam 	 1
519 	 sp|Q9ZEY8|LEU1_BUCAI 	 ProSitePatterns 	 12
313 	 sp|P57250|RIBF_BUCAI 	 CDD 	 17
313 	 sp|P57250|RIBF_BUCAI 	 FunFam 	 1
313 	 sp|P57250|RIBF_BUCAI 	 Pfam 	 184
313 	 sp|P57250|RIBF_BUCAI 	 Gene3D 	 1
313 	 sp|P57250|RIBF_BUCAI 	 SUPERFAMILY 	 174
313 	 sp|P57250|RIBF_BUCAI 	 Gene3D 	 188
313 	 sp|P57250|RIBF_BUCAI 	 PIRSF 	 1
313 	 sp|P57250|RIBF_BUCAI 	 PANTHER 	 3
313 	 sp|P57250|RIBF_BUCAI 	 SUPERFAMILY 	 18
313 	 sp|P57250|RIBF_BUCAI 	 Pfam 	 11
313 	 sp|P57250|RIBF_BUCAI 	 NCBIfam 	 19
313 	 sp|P57250|RIBF_BUCAI 	 SMART 	 183
414 	 sp|P57169|CCA_BUCAI 	 SUPERFAMILY 	 1
414 	 sp|P57169|CCA_BUCAI 	 Gene3D 	 1
414 	 sp|P57169|CCA_BUCAI 	 PIRSF 	 1
414 	 sp|P57169|CCA_BUCAI 	 PANTHER 	 1
414 	 sp|P57169|CCA_BUCAI 	 Hamap 	 1
414 	 sp|P57169|CCA_BUCAI 	 SUPERFAMILY 	 120
414 	 sp|P57169|CCA_BUCAI 	 Pfam 	 3
414 	 sp|P57169|CCA_BUCAI 	 Gene3D 	 123
414 	 sp|P57169|CCA_BUCAI 	 Pfam 	 149
512 	 sp|P57122|ATPA_BUCAI 	 SUPERFAMILY 	 96
512 	 sp|P57122|ATPA_BUCAI 	 ProSitePatterns 	 366
512 	 sp|P57122|ATPA_BUCAI 	 SUPERFAMILY 	 384
512 	 sp|P57122|ATPA_BUCAI 	 Hamap 	 1
512 	 sp|P57122|ATPA_BUCAI 	 NCBIfam 	 3
512 	 sp|P57122|ATPA_BUCAI 	 Pfam 	 149
512 	 sp|P57122|ATPA_BUCAI 	 CDD 	 386
512 	 sp|P57122|ATPA_BUCAI 	 Pfam 	 29
512 	 sp|P57122|ATPA_BUCAI 	 Gene3D 	 1
512 	 sp|P57122|ATPA_BUCAI 	 FunFam 	 383
512 	 sp|P57122|ATPA_BUCAI 	 Gene3D 	 383
512 	 sp|P57122|ATPA_BUCAI 	 FunFam 	 94
512 	 sp|P57122|ATPA_BUCAI 	 Pfam 	 382
512 	 sp|P57122|ATPA_BUCAI 	 CDD 	 27
512 	 sp|P57122|ATPA_BUCAI 	 FunFam 	 1
512 	 sp|P57122|ATPA_BUCAI 	 Gene3D 	 94
512 	 sp|P57122|ATPA_BUCAI 	 SUPERFAMILY 	 10
512 	 sp|P57122|ATPA_BUCAI 	 PANTHER 	 4
512 	 sp|P57122|ATPA_BUCAI 	 CDD 	 94
427 	 sp|P57396|AROA_BUCAI 	 Pfam 	 8
427 	 sp|P57396|AROA_BUCAI 	 NCBIfam 	 15
427 	 sp|P57396|AROA_BUCAI 	 Hamap 	 11
427 	 sp|P57396|AROA_BUCAI 	 FunFam 	 21
427 	 sp|P57396|AROA_BUCAI 	 CDD 	 13
427 	 sp|P57396|AROA_BUCAI 	 Gene3D 	 21
427 	 sp|P57396|AROA_BUCAI 	 PIRSF 	 4
427 	 sp|P57396|AROA_BUCAI 	 ProSitePatterns 	 339
427 	 sp|P57396|AROA_BUCAI 	 FunFam 	 236
427 	 sp|P57396|AROA_BUCAI 	 ProSitePatterns 	 91
427 	 sp|P57396|AROA_BUCAI 	 Gene3D 	 242
427 	 sp|P57396|AROA_BUCAI 	 SUPERFAMILY 	 7
427 	 sp|P57396|AROA_BUCAI 	 PANTHER 	 7
602 	 sp|P57530|RECD_BUCAI 	 CDD 	 514
602 	 sp|P57530|RECD_BUCAI 	 CDD 	 200
602 	 sp|P57530|RECD_BUCAI 	 SUPERFAMILY 	 7
602 	 sp|P57530|RECD_BUCAI 	 Gene3D 	 482
602 	 sp|P57530|RECD_BUCAI 	 Gene3D 	 365
602 	 sp|P57530|RECD_BUCAI 	 Gene3D 	 1
602 	 sp|P57530|RECD_BUCAI 	 SMART 	 163
602 	 sp|P57530|RECD_BUCAI 	 Pfam 	 5
602 	 sp|P57530|RECD_BUCAI 	 PANTHER 	 258
602 	 sp|P57530|RECD_BUCAI 	 Hamap 	 14
602 	 sp|P57530|RECD_BUCAI 	 Pfam 	 154
602 	 sp|P57530|RECD_BUCAI 	 NCBIfam 	 5
602 	 sp|P57530|RECD_BUCAI 	 SUPERFAMILY 	 281
602 	 sp|P57530|RECD_BUCAI 	 Gene3D 	 112
602 	 sp|P57530|RECD_BUCAI 	 Pfam 	 536
206 	 sp|P57463|RLME_BUCAI 	 PANTHER 	 11
206 	 sp|P57463|RLME_BUCAI 	 SUPERFAMILY 	 31
206 	 sp|P57463|RLME_BUCAI 	 Hamap 	 15
206 	 sp|P57463|RLME_BUCAI 	 FunFam 	 28
206 	 sp|P57463|RLME_BUCAI 	 Pfam 	 32
206 	 sp|P57463|RLME_BUCAI 	 Gene3D 	 31
206 	 sp|P57463|RLME_BUCAI 	 PIRSF 	 1
206 	 sp|P57463|RLME_BUCAI 	 CDD 	 54
212 	 sp|P57505|DSBA_BUCAI 	 CDD 	 24
212 	 sp|P57505|DSBA_BUCAI 	 PIRSF 	 1
212 	 sp|P57505|DSBA_BUCAI 	 PANTHER 	 4
212 	 sp|P57505|DSBA_BUCAI 	 ProSitePatterns 	 41
212 	 sp|P57505|DSBA_BUCAI 	 Gene3D 	 20
212 	 sp|P57505|DSBA_BUCAI 	 SUPERFAMILY 	 25
212 	 sp|P57505|DSBA_BUCAI 	 Pfam 	 41
212 	 sp|P57505|DSBA_BUCAI 	 ProSiteProfiles 	 1
442 	 sp|O66143|ARGA_BUCAI 	 ProSiteProfiles 	 295
442 	 sp|O66143|ARGA_BUCAI 	 SUPERFAMILY 	 296
442 	 sp|O66143|ARGA_BUCAI 	 CDD 	 336
442 	 sp|O66143|ARGA_BUCAI 	 PIRSF 	 1
442 	 sp|O66143|ARGA_BUCAI 	 FunFam 	 6
442 	 sp|O66143|ARGA_BUCAI 	 Pfam 	 25
442 	 sp|O66143|ARGA_BUCAI 	 Gene3D 	 6
442 	 sp|O66143|ARGA_BUCAI 	 Hamap 	 1
442 	 sp|O66143|ARGA_BUCAI 	 Gene3D 	 293
442 	 sp|O66143|ARGA_BUCAI 	 SUPERFAMILY 	 4
442 	 sp|O66143|ARGA_BUCAI 	 PANTHER 	 245
442 	 sp|O66143|ARGA_BUCAI 	 Pfam 	 328
442 	 sp|O66143|ARGA_BUCAI 	 FunFam 	 295
442 	 sp|O66143|ARGA_BUCAI 	 NCBIfam 	 8
442 	 sp|O66143|ARGA_BUCAI 	 CDD 	 7
257 	 sp|P57157|ARGB_BUCAI 	 PIRSF 	 1
257 	 sp|P57157|ARGB_BUCAI 	 PANTHER 	 4
257 	 sp|P57157|ARGB_BUCAI 	 NCBIfam 	 4
257 	 sp|P57157|ARGB_BUCAI 	 FunFam 	 1
257 	 sp|P57157|ARGB_BUCAI 	 Pfam 	 4
257 	 sp|P57157|ARGB_BUCAI 	 Hamap 	 1
257 	 sp|P57157|ARGB_BUCAI 	 Gene3D 	 2
257 	 sp|P57157|ARGB_BUCAI 	 SUPERFAMILY 	 2
526 	 sp|P57608|RF3_BUCAI 	 FunFam 	 4
526 	 sp|P57608|RF3_BUCAI 	 NCBIfam 	 14
526 	 sp|P57608|RF3_BUCAI 	 Pfam 	 384
526 	 sp|P57608|RF3_BUCAI 	 SUPERFAMILY 	 390
526 	 sp|P57608|RF3_BUCAI 	 ProSitePatterns 	 58
526 	 sp|P57608|RF3_BUCAI 	 Gene3D 	 388
526 	 sp|P57608|RF3_BUCAI 	 Gene3D 	 2
526 	 sp|P57608|RF3_BUCAI 	 PRINTS 	 15
526 	 sp|P57608|RF3_BUCAI 	 PRINTS 	 137
526 	 sp|P57608|RF3_BUCAI 	 PRINTS 	 65
526 	 sp|P57608|RF3_BUCAI 	 PRINTS 	 85
526 	 sp|P57608|RF3_BUCAI 	 Gene3D 	 279
526 	 sp|P57608|RF3_BUCAI 	 FunFam 	 387
526 	 sp|P57608|RF3_BUCAI 	 CDD 	 12
526 	 sp|P57608|RF3_BUCAI 	 Pfam 	 311
526 	 sp|P57608|RF3_BUCAI 	 SUPERFAMILY 	 259
526 	 sp|P57608|RF3_BUCAI 	 SUPERFAMILY 	 10
526 	 sp|P57608|RF3_BUCAI 	 Hamap 	 4
526 	 sp|P57608|RF3_BUCAI 	 PANTHER 	 5
526 	 sp|P57608|RF3_BUCAI 	 CDD 	 392
526 	 sp|P57608|RF3_BUCAI 	 ProSiteProfiles 	 11
526 	 sp|P57608|RF3_BUCAI 	 Pfam 	 12
526 	 sp|P57608|RF3_BUCAI 	 NCBIfam 	 7
731 	 sp|P57628|RNR_BUCAI 	 SUPERFAMILY 	 647
731 	 sp|P57628|RNR_BUCAI 	 SUPERFAMILY 	 223
731 	 sp|P57628|RNR_BUCAI 	 ProSiteProfiles 	 647
731 	 sp|P57628|RNR_BUCAI 	 CDD 	 646
731 	 sp|P57628|RNR_BUCAI 	 PANTHER 	 134
731 	 sp|P57628|RNR_BUCAI 	 Pfam 	 260
731 	 sp|P57628|RNR_BUCAI 	 Pfam 	 87
731 	 sp|P57628|RNR_BUCAI 	 SUPERFAMILY 	 152
731 	 sp|P57628|RNR_BUCAI 	 SMART 	 260
731 	 sp|P57628|RNR_BUCAI 	 ProSitePatterns 	 557
731 	 sp|P57628|RNR_BUCAI 	 Gene3D 	 649
731 	 sp|P57628|RNR_BUCAI 	 Pfam 	 164
731 	 sp|P57628|RNR_BUCAI 	 Hamap 	 38
731 	 sp|P57628|RNR_BUCAI 	 Gene3D 	 70
731 	 sp|P57628|RNR_BUCAI 	 NCBIfam 	 19
731 	 sp|P57628|RNR_BUCAI 	 NCBIfam 	 73
731 	 sp|P57628|RNR_BUCAI 	 SMART 	 645
731 	 sp|P57628|RNR_BUCAI 	 Pfam 	 645
731 	 sp|P57628|RNR_BUCAI 	 SUPERFAMILY 	 67
731 	 sp|P57628|RNR_BUCAI 	 SMART 	 86
428 	 sp|P57379|BIOA_BUCAI 	 SUPERFAMILY 	 1
428 	 sp|P57379|BIOA_BUCAI 	 Gene3D 	 61
428 	 sp|P57379|BIOA_BUCAI 	 NCBIfam 	 13
428 	 sp|P57379|BIOA_BUCAI 	 PANTHER 	 8
428 	 sp|P57379|BIOA_BUCAI 	 Hamap 	 5
428 	 sp|P57379|BIOA_BUCAI 	 Gene3D 	 11
428 	 sp|P57379|BIOA_BUCAI 	 FunFam 	 61
428 	 sp|P57379|BIOA_BUCAI 	 CDD 	 8
428 	 sp|P57379|BIOA_BUCAI 	 Pfam 	 21
428 	 sp|P57379|BIOA_BUCAI 	 ProSitePatterns 	 242
84 	 sp|P57468|RL27_BUCAI 	 NCBIfam 	 1
84 	 sp|P57468|RL27_BUCAI 	 Hamap 	 1
84 	 sp|P57468|RL27_BUCAI 	 PRINTS 	 4
84 	 sp|P57468|RL27_BUCAI 	 PRINTS 	 29
84 	 sp|P57468|RL27_BUCAI 	 PRINTS 	 54
84 	 sp|P57468|RL27_BUCAI 	 PANTHER 	 1
84 	 sp|P57468|RL27_BUCAI 	 Pfam 	 2
84 	 sp|P57468|RL27_BUCAI 	 FunFam 	 6
84 	 sp|P57468|RL27_BUCAI 	 Gene3D 	 6
84 	 sp|P57468|RL27_BUCAI 	 SUPERFAMILY 	 2
164 	 sp|P57217|RNFG_BUCAI 	 Pfam 	 50
164 	 sp|P57217|RNFG_BUCAI 	 PANTHER 	 26
164 	 sp|P57217|RNFG_BUCAI 	 NCBIfam 	 5
164 	 sp|P57217|RNFG_BUCAI 	 SMART 	 50
361 	 sp|P57268|RF1_BUCAI 	 Pfam 	 215
361 	 sp|P57268|RF1_BUCAI 	 NCBIfam 	 1
361 	 sp|P57268|RF1_BUCAI 	 SUPERFAMILY 	 12
361 	 sp|P57268|RF1_BUCAI 	 Gene3D 	 213
361 	 sp|P57268|RF1_BUCAI 	 Coils 	 2
361 	 sp|P57268|RF1_BUCAI 	 Pfam 	 13
361 	 sp|P57268|RF1_BUCAI 	 FunFam 	 107
361 	 sp|P57268|RF1_BUCAI 	 SMART 	 63
361 	 sp|P57268|RF1_BUCAI 	 Gene3D 	 5
361 	 sp|P57268|RF1_BUCAI 	 PANTHER 	 4
361 	 sp|P57268|RF1_BUCAI 	 ProSitePatterns 	 228
361 	 sp|P57268|RF1_BUCAI 	 Gene3D 	 107
361 	 sp|P57268|RF1_BUCAI 	 FunFam 	 210
361 	 sp|P57268|RF1_BUCAI 	 Hamap 	 5
361 	 sp|P57268|RF1_BUCAI 	 FunFam 	 278
142 	 sp|P57161|SECB_BUCAI 	 Pfam 	 5
142 	 sp|P57161|SECB_BUCAI 	 PANTHER 	 4
142 	 sp|P57161|SECB_BUCAI 	 PRINTS 	 13
142 	 sp|P57161|SECB_BUCAI 	 PRINTS 	 97
142 	 sp|P57161|SECB_BUCAI 	 PRINTS 	 123
142 	 sp|P57161|SECB_BUCAI 	 PRINTS 	 73
142 	 sp|P57161|SECB_BUCAI 	 NCBIfam 	 7
142 	 sp|P57161|SECB_BUCAI 	 Hamap 	 1
142 	 sp|P57161|SECB_BUCAI 	 Gene3D 	 2
142 	 sp|P57161|SECB_BUCAI 	 SUPERFAMILY 	 10
120 	 sp|P57457|RBFA_BUCAI 	 NCBIfam 	 6
120 	 sp|P57457|RBFA_BUCAI 	 Gene3D 	 5
120 	 sp|P57457|RBFA_BUCAI 	 SUPERFAMILY 	 5
120 	 sp|P57457|RBFA_BUCAI 	 ProSitePatterns 	 79
120 	 sp|P57457|RBFA_BUCAI 	 Pfam 	 7
120 	 sp|P57457|RBFA_BUCAI 	 PANTHER 	 5
120 	 sp|P57457|RBFA_BUCAI 	 Hamap 	 6
433 	 sp|P57629|PURA_BUCAI 	 FunFam 	 102
433 	 sp|P57629|PURA_BUCAI 	 CDD 	 3
433 	 sp|P57629|PURA_BUCAI 	 PANTHER 	 3
433 	 sp|P57629|PURA_BUCAI 	 Hamap 	 1
433 	 sp|P57629|PURA_BUCAI 	 Pfam 	 6
433 	 sp|P57629|PURA_BUCAI 	 Gene3D 	 6
433 	 sp|P57629|PURA_BUCAI 	 SUPERFAMILY 	 3
433 	 sp|P57629|PURA_BUCAI 	 SMART 	 4
433 	 sp|P57629|PURA_BUCAI 	 FunFam 	 267
433 	 sp|P57629|PURA_BUCAI 	 ProSitePatterns 	 133
433 	 sp|P57629|PURA_BUCAI 	 NCBIfam 	 6
433 	 sp|P57629|PURA_BUCAI 	 ProSitePatterns 	 11
433 	 sp|P57629|PURA_BUCAI 	 Gene3D 	 267
433 	 sp|P57629|PURA_BUCAI 	 Gene3D 	 102
160 	 sp|Q9ZNM0|RISB_BUCAI 	 Hamap 	 8
160 	 sp|Q9ZNM0|RISB_BUCAI 	 CDD 	 15
160 	 sp|Q9ZNM0|RISB_BUCAI 	 PANTHER 	 5
160 	 sp|Q9ZNM0|RISB_BUCAI 	 NCBIfam 	 15
160 	 sp|Q9ZNM0|RISB_BUCAI 	 SUPERFAMILY 	 4
160 	 sp|Q9ZNM0|RISB_BUCAI 	 Gene3D 	 1
160 	 sp|Q9ZNM0|RISB_BUCAI 	 Pfam 	 14
263 	 sp|P57392|GLPF_BUCAI 	 ProSitePatterns 	 68
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 153
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 50
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 87
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 11
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 239
263 	 sp|P57392|GLPF_BUCAI 	 PRINTS 	 188
263 	 sp|P57392|GLPF_BUCAI 	 ProSiteProfiles 	 1
263 	 sp|P57392|GLPF_BUCAI 	 Pfam 	 5
263 	 sp|P57392|GLPF_BUCAI 	 SUPERFAMILY 	 9
263 	 sp|P57392|GLPF_BUCAI 	 Gene3D 	 4
263 	 sp|P57392|GLPF_BUCAI 	 PANTHER 	 4
264 	 sp|P57515|TYSY_BUCAI 	 PANTHER 	 2
264 	 sp|P57515|TYSY_BUCAI 	 CDD 	 3
264 	 sp|P57515|TYSY_BUCAI 	 Hamap 	 1
264 	 sp|P57515|TYSY_BUCAI 	 PRINTS 	 197
264 	 sp|P57515|TYSY_BUCAI 	 PRINTS 	 159
264 	 sp|P57515|TYSY_BUCAI 	 PRINTS 	 141
264 	 sp|P57515|TYSY_BUCAI 	 PRINTS 	 42
264 	 sp|P57515|TYSY_BUCAI 	 PRINTS 	 115
264 	 sp|P57515|TYSY_BUCAI 	 FunFam 	 1
264 	 sp|P57515|TYSY_BUCAI 	 ProSitePatterns 	 126
264 	 sp|P57515|TYSY_BUCAI 	 Pfam 	 2
264 	 sp|P57515|TYSY_BUCAI 	 SUPERFAMILY 	 1
264 	 sp|P57515|TYSY_BUCAI 	 Gene3D 	 1
264 	 sp|P57515|TYSY_BUCAI 	 NCBIfam 	 84
264 	 sp|P57515|TYSY_BUCAI 	 NCBIfam 	 2
291 	 sp|P57518|CORC_BUCAI 	 Pfam 	 138
291 	 sp|P57518|CORC_BUCAI 	 Pfam 	 69
